name,rating,price,url,description,instruction,country
Туалетная вода Kenzo  AQUA KENZO POUR FEMME,4.8,10 790,https://goldapple.ru/7274400003-aqua-kenzo-pour-femme,"Смелая акватическая свежесть: сочный, яркий, бодрящий мандарин задает тон, уступая затем ударной волне, сотканной из листьев черной смородины. Новая волна – новая вспышка! Звонкие листья малины создают тонкую рябь на ровной водной глади. Уникальный и загадочный дуэт, сумасшедший и завораживающий, освещенный ослепительной чувственностью лепестков магнолии.",-,Франция
Парфюмерный экстракт Mind Games  Grand Master,4.0,17 885,https://goldapple.ru/19000166824-grand-master,"Гроссмейстер, достигший совершенства, хладнокровно наносит быстрый удар. Гармония твердости и плавности действий вдохновляет на великие достижения. Аромат изысканных цветов витает в воздухе и приглашает вступить в битву. 
Насыщенные и бодрящие ноты кофе смешиваются с пряными ладаном, миррой и темным деревом. Исследуйте разум, чувства, силу духа с MIND GAMES и погрузитесь в стратегически идеальные композиции.
",Распылите на кожу с расстояния 20-30 см.,США
Парфюмерная вода Tom Ford  Lost Cherry,4.2,21 930,https://goldapple.ru/19760324221-lost-cherry,"Сладость. Соблазн. Неутолимое желание. Lost Cherry — насыщенный аромат, открывающий двери в некогда запретный мир. Его соблазнительная двойственность основана на контрасте игривой, блестящей и гладкой изнанки с сочной мякотью внутри», — Том Форд. Насыщенный и изысканный амбровый аромат Lost Cherry пронизан контрастами. Он переносит нас в место, где невинность пересекается с наслаждением, а сладость встречается с соблазном. Lost Cherry пробуждает неутолимое желание и будоражит фантазию, завершаясь величественным насыщенным шлейфом из чувственных нот перуанского бальзама, обжаренных бобов тонка, сандалового дерева, ветивера и кедра. Основные ноты: Черешня, масло горького миндаля, сироп из вишни «гриот», турецкая роза, перуанский бальзам и обжаренные бобы тонка.",-,США
Парфюмерная вода Armand Basi  In RED,4.3,7 302,https://goldapple.ru/80130500011-in-red,"Парфюмерная вода Armand Basi In RED для женщин открывает чудесный мир цветочных красок, наполняя воздух ароматом страсти, женственности, блеска. Благодаря весеннему каламбуру цветов, чувствуется свежесть розы, теплота ландыша, нежность фиалки, сладострастие жасмина. В парфюмерной воде   присутствуют сердечная свежесть цитрусовых, яркость бергамота и праздничность мандарина. Вместе с кардамоном запахи наполняют пространство позитивом, создают уют, гармонию, дарят силу. Armand Basi удовлетворит разные запросы потребителей, вызывая только приятные чувства. Казалось, сам аромат предназначен для создания приятных воспоминаний. In RED для женщин с базовыми древесными нотами дарит усладу амбры, мха, дерева, которые в сочетании с цветочными запахами создают удивительный аромат удовольствия.",Только для наружного применения.,Италия
Ароматическая свеча Bloomcandles  Отдых в СПА,5.0,1 495,https://goldapple.ru/19000187152-otdyh-v-spa,"Ноты лемонграсса и лайма, в сочетании с пачули и жасмином, создают аромат, который уносит в медитацию на Бали. Почувствуйте минуты релакса, словно после посещения роскошного СПА.

Характер аромата: Цитрусовый, изысканный, сложный аромат.
Особенности:

• Свеча в керамическом кашпо.
• Время горения – 40 часов.
• Деревянный фитиль из розового дерева, создающий уютный треск, как от камина.
• Лаконичный дизайн и сочетание белого матового кашпо с пудровыми элементами подходит к любому интерьеру.
• Подарочная пудровая упаковка, тишью и сургучная печать, делают свечу - идеальным подарком, как себе, так и другим.","Ароматические свечи имеют насыщенный, яркий аромат. Пространство наполняется ароматом через 5 - 15 минут после зажжения
• Важно! В помещении не должно быть сквозняка, чтобы аромат не улетучивался..
• Чтобы свеча дольше сохраняла свой аромат тушите пламя не задувая, а накрывая ее крышкой.
• Не оставляйте свечу наедине с детьми и животными.
• Фитиль изготавливается из розового дерева, поэтому при горении он издает приятный, уютный треск, похожий на камин.
• Обязательно подрезайте фитиль на 1-2 мм перед каждым использованием, чтобы пламя не коптило и горело ровно.",Россия
Парфюмерная вода Byredo  Blanche,4.6,19 725,https://goldapple.ru/26730700001-blanche,"Аромат посвящен возлюбленной. Символ чистоты и возвышенности. Blanche также передает  понимание Беном Горхемом классической красоты. Аромат чистоты – простой по структуре, но экстремальный по характеру. Композиция:  белая роза, розовый перец, альдегид, фиалка, нероли, пион, белое дерево, сандал, мускус.

",-,Франция
Свеча Flame moscow  Matte candle Ines,5.0,1 282,https://goldapple.ru/19000009156-matte-candle-ines,"Аромат Ines - уникальная композиция пряных трав в виде садовой мяты, томатного листа, петрушки, базилика и лимонного тимьяна на фоне зеленого чая и лепестков жасмина с острой ноткой цитрусовых. Приправлено пудрой на базе теплого сандала и пьянящего мускуса. Наша интерпретация свежего и яркого аромата, вдохновленного оранжереей пряных трав и самых приятных воспоминаний. Зеленый, свежий и бодрящий профиль делает этот аромат подходящим для кухни и веранды, а также спальни или ванной во время приятного ритуала утреннего пробуждения. Сделана в Москве из 100% кокосового воска для экологичного, безвредного и чистого жжения. Для изготовления наших свечей мы используем хлопковый фитиль без содержания свинца и эфирные и арома масла высшего качества. Без добавления красителей или химических веществ.","Мы рекомендуем жечь наши ароматические свечи максимум 3-4 часа за раз. Важно, дайте расплавленному воску достичь краев сосуда, чтобы предотвратить скопление нерасплавленного воска по краям и избежать образования лунки вокруг фитиля. Никогда не оставляйте зажженную свечу без присмотра или в пределах досягаемости потоков воздуха, домашних животных или маленьких детей. Не задувайте свечу - используйте специальные тушители или накройте свечу крышкой. Сосуд будет горячим после жжения свечи, позвольте воску полностью остыть. Перед использованием необходимо обрезать фитиль до 0.6 см - это тоже поможет избежать примешивания неприятных запахов. Не жгите свечу, если до дна остается меньше 1 см.",Россия
Парфюмированная свеча Maison Francis Kurkdjian  OUD satin mood candle,-,11 000,https://goldapple.ru/19000044557-oud-satin-mood-candle,"Парфюмированная свеча Oud Satin Mood наполняет атмосферу загадочным ароматом, мерцающим и обволакивающим, подобно тончайшей вуали. Глубокая нота удового дерева сочетается с чувственностью розы и нежностью фиалки, смягченной роскошным амброво-ванильным аккордом.
Свеча заключена в элегантный фарфоровый подсвечник, окрашенный внутри с помощью ручной работы. Создана из французского минерально-растительного воска с хлопковым фитилем, превосходно передающим ее ароматические свойства и обеспечивающим оптимальное время горения 55 часов. ","Время горения – 55 часов. Содержит натуральные экстракты, которые могут менять цвет в зависимости от сезона. Не влияет на характеристики или качество аромата. Беречь от прямых источников света и тепла.",Франция
Туалетная вода MANDARINA DUCK  FREEDOMLAND,4.7,2 425,https://goldapple.ru/19000002875-freedomland,"Аромат FREEDOMLAND от MANDARINA DUCK создан для тех, кто выбирает свободу и дух бесконечного веселья. В атмосферу музыкального фестиваля, ошеломляющего зажигательной музыкой и яркими красками, погружают искрящиеся ноты апельсина, лимона, ананаса, клубники, базилика и мяты. Вечеринка продолжается с нотами сердца: коктейлем «Пина колада», кокосовым молоком, жасмином и личи. Полностью окунуться в этот праздник музыки и свободы помогают ноты вишневого десерта, мускуса, гелиотропа и коктейля «Писко-сауэр». Семейство аромата: цветочный фруктовый. 
",-,Италия
Одеколон Mark Buxton  Why not a cologne,-,11 060,https://goldapple.ru/19000191224-why-not-a-cologne,"Сбалансированный и оригинальный аромат Mark Buxton, украшенный яркими нотами красного яблока, магнолии и сочного ананаса, погружает в гармонию взрывных фруктовых и нежных цветочных аккордов. 
Современная древесная база объединяет ноту тикового дерева и смелый акцент кожи. 
Парфюмер – Марк Бакстон. ",Только для наружного применения.,Франция
Парфюмированный спрей для тела PAYOT  Eau de soin corps parfumée,3.5,2 520,https://goldapple.ru/19000269138-eau-de-soin-corps-parfumee,"Парфюмированный спрей PAYOT увлажняет и освежает кожу, оставляя нежный аромат нероли, петитгрейна, белого кедра и мускуса. 
Вода из цветков апельсина, известная своими успокаивающими и смягчающими свойствами, восстанавливает сияние и увлажненность кожи. 
Эфирное масло петитгрейна дарит успокаивающий и расслабляющий эффект.",Распылите спрей с расстояния нескольких сантиметров по всему телу и волосам.,Франция
Парфюмерная вода Rose et Marius  Une sieste dans la bastide ensoleillée,4.3,2 210,https://goldapple.ru/19000173789-une-sieste-dans-la-bastide-ensoleillee,"Прикоснитесь к искусству жизни в Провансе с уникальными композициями из Грасса. Солнечные лучи проникают сквозь щели в ставнях, отбрасывая полосы теней на кровать. 
Льняные занавески колышутся, и ветер нежно гладит кожу лениво спящих. Завораживающие ароматы трав и полевых цветов с холмом рядом окутывают комнату. Парфюмерная вода Une sieste dans la bastide ensoleillée — ода чудесам и моментам лета на юге Франции.
Композиция с цветочным сердцем наполняет всё вокруг радостью жизни. Свежесть зеленых акцентов гиацинта, листьев фиалки смешивается с влажностью дубового мха, мятых листьев базилика и каннабиса. Лепестки розы, жасмина и ландыша придают нежность и женственность шлейфу.
",Распылите на кожу на расстоянии 20-30 см.,Франция
Набор парфюмерный SIGNATURE BY SILLAGE DORIENT  Jade,4.6,16 875,https://goldapple.ru/19000121296-jade,"В изысканный набор входят парфюмерная вода JADE (100 мл), её миниатюра в тревел-формате (15 мл) и распылитель. 
Цитрусовая и сладкая композиция SIGNATURE by Sillage d'Orient – это воплощение чистоты, идеальный баланс сладости и тепла. Jade переводится как нефрит, и флакон парфюмерной воды таит ту же магию, что и этот удивительный камень. Согласно китайской пословице, золото ценно, но именно нефрит – бесценен. 
Неповторимую красоту нефрита и бессмертный дух Востока отражают цитрусовые ноты бергамота, лимона и мандарина, которые окутывают свежестью и сладостью, а затем уступают место теплым нотам ванили, амбры и мускуса.",Распылять на кожу с расстояния 20-30 см.,Франция
Парфюмерная вода VERSACE ATELIER   ATELIER VERSACE GINGEMBRE PETILLANT,4.8,26 224,https://goldapple.ru/19000011565-atelier-versace-gingembre-petillant,"Искрящаяся и чувственная композиция GINGEMBRE PETILLANT из коллекции ATELIER VERSACE построена на ярких контрастах. Насыщенное звучание лаосского красного имбиря и корицы смягчают нежные ноты белых цветов. Пряную мускусную композицию дополняет сладкий аккорд пралине, окутанный теплой дымкой ванили. На создание композиции вдохновила традиционная ближневосточная парфюмерия, её тонкости и уникальный характер. Парфюмер – Хорди Фернандез. 
 
Основные ноты: красный имбирь, корица 

Классификация аромата: пряный мускусный 

",-,Италия
"АРОМАТИЧЕСКАЯ СВЕЧА Villermo  Книжная лавка, РАКУШКА МИНИ",3.0,880,https://goldapple.ru/19000106818-kniznaa-lavka-rakuska-mini,"Ароматическая свеча VILLERMO PREMIUM сделана вручную из 100%-ного натурального соевого воска. Соевый воск производится из соевого масла и обладает сильнейшей ароматической отдачей как в твердом, так и плавленом состоянии, в отличие от кокосового воска или парафина. Ароматическое масло в тандеме с соевым воском наполнит вашу комнату прекрасным, ярким ароматом и создаст приятную атмосферу в доме. Запах старого дерева, сладкого и дурманящего ладана и мускуса – так пахнет «Книжная лавка» – одна из самых атмосферных композиций в нашем ассортименте. Аромасвеча в гипсовой форме «Ракушка мини» имеет хлопковый фитиль. Он ярче и дольше горит, может приятно потрескивать при горении, создавая уют в доме. Аромасвеча с хлопковым фитилем от VILLERMO PREMIUM – это подарок со вкусом и ароматом. 
Ароматические свечи можно использовать для медитации, ароматизации помещения или для домашнего декора. 
TOP – ягоды можжевельника
HEART – пачули, табачный лист, роза
BASE – сандаловое дерево, кожа
Высота 5 см, длина 6,5 см, ширина 11 см. Время горения примерно 10 ч.","Ароматические свечи можно использовать для медитации, ароматизации помещения или для домашнего декора. 
Также ароматическую свечу можно использовать как массажную: соевый воск подходит в качестве теплого масла для массажа.",Россия
Парфюмерная вода Carolina Herrera  Good Girl,4.9,12 656,https://goldapple.ru/24863300001-good-girl,"Парфюмерная вода Carolina Herrera Good Girl — элитный восточный аромат, заключенный в оригинальный флакон в виде изысканной черной туфельки. Идеальное воплощение восточного шарма, загадочности и недосягаемой притягательности. Начальная нота Good Girl — ароматный, страстный запах кофе и нежный миндаль, нота сердца — цветочные запахи жасмин самбак и бархатная тубероза, завершает композицию парфюмерной воды какао и пряные бобы тонка. Для истинных ценительниц восточных запахов бренд Carolina Herrera создал только им присущий тягучий, яркий, и в то же время деликатный аромат.",-,Испания
Парфюмерная вода Juliette Has A Gun  Not a Perfume,4.6,12 622,https://goldapple.ru/26660600003-not-a-perfume,"Цеталокс – компонент, идентичный натуральной амбре, обладает глубокими мускусными и анималистичными аккордами. Он является точной копией знаменитого животного афродизиака. «Если выделить единственный аспект, объединяющий все мои творения, то это, без сомнения, ингредиент, который я предпочитаю многим другим. Больше всего его в Lady Vengeance и Calamity J., чуть менее в Miss Charming и Citizen Queen. Я использую его для придания утонченности моим ароматам, так как именно этот уникальный, несравнимый ни с чем другим ингредиент привносит в композицию древесно-мускусный оттенок. На этот раз я создал аромат, в котором он остался один. Я предлагаю Вам самим ощутить его на коже - только так можно постичь все его секреты», Романо Риччи. ",-,Россия
Парфюмерная вода La Sultane de Saba  Voyage Sur La Route Des Epices,4.4,17 190,https://goldapple.ru/19000038826-voyage-sur-la-route-des-epices,"Излучая неповторимую чувственность, композиция парфюмерной воды Voyage Sur La Route Des Epices от La Sultane de Saba будоражит воображение и приглашает своим звучанием в головокружительное приключение, окутывающее ваше тело и сознание словно нежнейшие шелковые ткани. Поистине торжество парфюмерной алхимии!
 
Аромат, не оставляющий границ, лавирующий между сладострастием и интригующей откровенностью, которые познаются только в чувственном танце любви. 
 
Подобно священным традициям Аюрведы, аромат представляет собой чувственный талисман, символ безмятежной притягательности и пленительной неги окутывающих любовью и преданностью объятий возлюбленного. 

Верхние ноты: Бергамот, Камфара
Ноты сердца: Ландыш, Пачули, Роза, Сандаловое дерево 
Базовые ноты: Бензоин, Бобы Тонка, Ваниль","нанесите на кожу или одежду. для усиления шлейфа и стойкости на коже воспользуйтесь увлажняющими средствами из линейки для тела «Амбра, Ваниль и Пачули». Избегайте попадания в глаза, при попадании - промойте глаза водой.",Франция
Парфюмерная вода L'Artisan Parfumeur  la chasse aux papillons extreme,4.9,17 000,https://goldapple.ru/19760342411-la-chasse-aux-papillons-extreme,"В L'Artisan Parfumeur La Chasse Aux Papillons Extrême иланг-иланг насыщенный, богатый, усиленный жасмином. Эта парфюмерная вода — интенсивная, но в месте с тем элегантная версия оригинальной аромата. Он отражает последний вздох тепла на исходе солнечного дня. Закат окрашивает небо,  воздух напоен золотом. Этот момент совершенства, ровно перед тем, как день переходит ночью, полон солнца и благоухания белых цветов. Свет соблазнителен и мягок, а настроение дерзкое и вместе с тем таинственное. В воздухе разлит жасмин, трепещут крылья припозднившихся дневных бабочек. Бархатистые древесные ноты чувственно ложатся на кожу. Финальный аккорд звучит свежестью шафрана и розового перца, спускаясь подобно ночной прохладе.
Верхние ноты: розовый перец, шафран, флердоранж 
Ноты сердца: жасмин, липовый цвет, иланг—иланг 
Базовые ноты: тубероза, ваниль, ветивер, пчелиный воск
",-,Франция
Парфюмерная вода L'atelier parfum  Green crush,4.3,5 068,https://goldapple.ru/19000186472-green-crush,"Насыщенный зеленый аромат L’ATELIER PARFUM заряжает энергией и заставляет желать большего. Яркая смесь измельченных листьев и трав, дополненная благородным звучанием кедра и обволакивающей нежностью мускуса, окутывает бодрящей свежестью. 
Натуральная композиция передает природный, интенсивный аромат листвы, растертой в ладонях, а искрящаяся нота цитрона усиливает свежее звучание мяты, базилика и вербены. 
Парфюмер – Sidonie Lancesseur. 

",Только для наружного применения.,Франция
